name,price,bottle,type_wine,region,grapes,producer,wine_description,tasting_descr,tasting_view,tasting_bouquet,tasting_mouth,serving_storage_conditions,serve_temperature,food_pairing,alergens,alcohol_content,production,winemaking_info,vessel_material,aging_period,casks_age,casks_wood,more_winemaking_info,vineyards,type_agriculture,vineyard_age,soil_type,climate,orientation,surface,customer_reviews,customer_reviews_number,last_score_parker,last_score_penin,last_score_year,image,url,year,last_score_parker_num
Las Cenizas 2019,£25.60,,Red wine,Rioja ,"Tempranillo, Mazuelo",Viñedos Hermanos Hernáiz,"Las Cenizas is one of their more personal projects, it is named after Cenicero, the small town famous for its vineyards and top quality wines in the heart of Rioja Alta, where the Hernáiz family come from.","Las Cenizas is a wine with aromas of ripe black fruits and spices to the front, and hints of wood. Full and pleasing on the palate, with a flavoursome, round texture, Las Cenizas is pure seduction.",Cherry red / Intense / Violet rim,Ripe black fruit / Blackberries / Plums / Spicy notes,Full / Voluptuous / Flavoursome / Seductive / Rounded / Ripe tannins,"Aged for 18 months in American and French oak barrels (40% of which are new), before being bottled — with a production of 14,650 bottles to be precise.",Serve between 15ºC and 17ºC,,Contains sulfites,13.5,"14,650  bottles","Las Cenizas is made with grapes from the family-owned plots of Puentarrón, Los Hundidos, Sanchisnal and Carril, in Cenicero. It is basically a Tempranillo wine with a small quantity of Carignan (sometimes called Mazuelo) grapes.",18 months,New and sused,American and French oak,,,"Finca La Emperatriz is one of the very few Rioja wineries to produce their wines from one single vine-growing plantation, which is customary in Bordeaux's Médoc region (other Rioja wineries employing the same model are Remelluri, Valpiedra and Contino). This is an estate of excellent quality whose potential had already been recognised at the Paris Universal Exhibition in 1878 and which concealed a very important history.

The estate originally belonged to Eugenia de Montijo,...",,Between 35 and 40 years,Calcareous-clay / Gravel surface,Atlantic with Mediterranean influence,,,4.3,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lceni19_anv800.png,https://www.vinissimus.com/en/wine/las-cenizas/,2019.0,
L'Enclòs de Peralba Tres Feixes 2019,£22.55,,White Wine,Wines without GI ,White Grenache,L'Enclòs de Peralba,,,,,,,Serve between 8ºC and 10ºC,,Contains sulfites,12.5,,,Stainless steel,9 months,,,,,,Calcareous-clay,Mediterranean,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/eptfe19_anv800_1638534133.png,https://www.vinissimus.com/en/wine/l-enclos-de-peralba-tres-feixes/,2019.0,
4 Monos Cariñena 2017,£29.40,,Red wine,Vinos de Madrid ,Cariñena,4 Monos Viticultores,"The 4 Monos project arose out of the friendship between Javier García, Laura Robles, David Moreno and David Velasco, four Madrileños who decided to embark upon wine making by pure chance.
Convinced that good wine is only made with good vines, they cultivate vineyards at Cadalso de los Vidrios, in the foothills of the Sierra de Gredos, showing the environment all due respect in their viticulture and aiming to maintain the personality of each vineyard in the wine.
The first...",,Picota cherry red / Intense / Clean / Bright,Fresh / Fruit aromas / Undergrowth notes / Mediterranean herbs,Complex / Fine / Fruit aromas / Black fruit / Mineral notes / Spicy notes / Easy to drink,,Serve between 15ºC and 17ºC,,Contains sulfites,12.5,,,,,,,,,,,,,,,3.0,1,93,,2017.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/4moca17_anv800_1632139493.png,https://www.vinissimus.com/en/wine/4-monos-carinena/,2017.0,93.0
Torre del Veguer Jeronimus 2019,£23.10,,Red wine,Penedès ,"Garnacha, Petite Syrah",Torre del Veguer,,,Ruby red / Clear / Bright / Semi-opaque,Fresh / Fruit aromas / Black fruit / Red fruit / Plums / Cherries / Blueberries / Honeysuckle / Blackberries / Spicy notes / White pepper / Clove,Fresh / Velvety / Rounded / Ageing notes / Aromatic,,Serve between 16ºC and 18ºC,,Contains sulfites,14.0,,,,,,,,,Organic,,,,,,5.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tvjrm19_anv800.png,https://www.vinissimus.com/en/wine/torre-del-veguer-jeronimus/,2019.0,
Impás 2018,£12.60,,White wine,Somontano ,Viognier,Bodega Pirineos,,,Yellow / Greenish glints,Fragrant / Lemon peel / Orange peel / Saline notes / Smoky notes / Tobacco / Vanilla,Flavoursome / Crunchy / Juicy / Dense / Fruit-forward / Marmalades / Intense / Long,,8ºC,,Contains sulfites,13.5,,,Stainless steel / Wood,5 months,Oak,,,,,14 years,Clay loam,2.00 hectares,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/impas18_anv800.png,https://www.vinissimus.com/en/wine/impas/,2018.0,
Gémina Selección Monastrell 2019,£13.40,,Red wine,Jumilla ,Monastrell,Bodegas San Isidro,,,Cherry red / Intense / Bright,Fruit aromas / Ripe fruit / Oak wood / Spicy notes / Toasty notes,Powerful / Complex / Smooth / Ripe red fruit / Velvety tannins / Pleasant finish / Long,,15ºC,,Contains sulfites,14.0,,,3 months,New,American and French oak,,,,,,,,,,0.0,0,,90.0,2019.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/gmslm19_anv800.png,https://www.vinissimus.com/en/wine/gemina-seleccion-monastrell/,2019.0,
Ipsis Negre Tempranillo-Merlot 2020,£9.60,,Red wine,Tarragona ,"Tempranillo, Merlot",Vins Padró,,,Garnet / Opaque,Menthol aromas / Balsamic notes / Eucalyptus / Spicy notes / Pepper,Flavoursome / Structured / Balanced / Spicy notes / Fruit notes,,Serve between 14ºC and 18ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,3.0,2,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/ipstm20_anv800_1630330471.png,https://www.vinissimus.com/en/wine/ipsis-negre-tempranillo-merlot/,2020.0,
Petit Clot dels Oms Negre 2021,£9.20,,Red wine,Penedès ,"Cabernet Sauvignon, Merlot",Finca Ca N'Estella ,,,,,,,Serve between 15ºC and 17ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,3.3,3,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/petcn21_anv800.png,https://www.vinissimus.com/en/wine/petit-clot-dels-oms-negre/,2021.0,
Viñedos del Horizonte Airén Eco 2020,£10.00,,White wine,Castilla ,Airén,Bodegas Baco,,,Greenish yellow / Straw-coloured glints,Fruit aromas / Tropical fruit / Citrus fruits,Fresh / Fruit-forward / Citrus notes / Tropical fruit / Balanced / Long,,Serve between 7ºC and 9ºC,,Contains sulfites,11.5,,,,,,,,,Organic,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/vhair20_anv800.png,https://www.vinissimus.com/en/wine/vinedos-del-horizonte-bio-airen/,2020.0,
El Tamboril Tinto 2020,£256.20,,Red wine,Vinos de Madrid ,Garnacha,Comando G Viticultores,"Comando G is made up of Fernando García (Bodegas Marañones),  Daniel Landi and Marc Isart (Bodegas Bernabeleva).
Its 3 hectares of old Garnacha vines are spread out among the villages of Cadalso de los Vidrios and Rozas de Puerto Real, near the Sierra de Gredos mountains, on granite soil and at an altitude of between 900 and 1,000 metres....",,,,,,Serve between 15ºC and 17ºC,,Contains sulfites,14.5,332  bottles,,14 months,Oak,,,,,,70 years,Granit,Continental,Very low yields,North,0.0,0,97,,2020.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/tamt20p_anv800_1675679787.png,https://www.vinissimus.com/en/wine/el-tamboril-tinto/,2020.0,97.0
Gémina Finca El Volcán 2017,£34.60,,Red wine,Jumilla ,Monastrell,Bodegas San Isidro,,,Picota cherry red / Intense / Clean / Bright,Higly aromatic / Varietal notes / Fruit aromas / Ripe black fruit / Tertiary aromas / Oak wood / Toasty notes / Roasted notes / Chocolate,Complex / With personality / Intense / Mineral notes / Elegant / Straightforward / Flavoursome / Structured / Silky / Long finish / Persistent / Fruit-forward,,,,Contains sulfites,14.5,,,9 months,New,French oak,,,,,Volcanic,Mediterranean,Low yields,20.00 hectares,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/gmfvc17_anv800.png,https://www.vinissimus.com/en/wine/gemina-finca-el-volcan/,2017.0,
Deseu 2021,£14.60,,White wine,Ribeiro ,Treixadura,Adegas Terrae,"Adegas Terrae is a winery that advocates the presentation of such a noble product as wine as part of their cultural heritage. They are concerned with a lasting union with the environment, with an orderly diffusion of consumption.
Their mission is to rejuvenate the culture of wine, turning it into a living and open art, which demonstrates its ability to adapt to the passing of time and the demands of modern society.
Adegas Terrae has 33 hectares of vineyards spread over the five...",,Greenish yellow / Clean / Bright,Clean / Higly aromatic / Floral scents / Fruit aromas / Jam / Honey / Ripe white fruit,Complex / Harmonious / Full / Persistent / Fresh,,Serve between 8ºC and 10ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/deseu21_anv800_1664545237.png,https://www.vinissimus.com/en/wine/deseu/,2021.0,
Ercavio Selección Limitada 2015,£17.00,,Red wine,Castilla ,Tempranillo,Bodegas Más Que Vinos,,,Cherry red / Semi-opaque,Berries / Jam / Toasty notes / Toffee,Elegant / Fine / Subtle / Sweet tannins,,Serve between 16ºC and 18ºC,,Contains sulfites,14.5,"20,000  bottles",,Between 30 and 50 years,Calcareous-clay,Continental,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mqves15_anv800.png,https://www.vinissimus.com/en/wine/ercavio-seleccion-limitada/,2015.0,
La Mujer Caballo Azul 2019,£25.60,,Red wine,Valencia ,Arcos,Fil'loxera & Cia.,,,,,,,,,Contains sulfites,12.0,,,Wood,8 months,Oak,Bottled unfined and unfiltered,,,,46 years,Stony / Sandy loam,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/mjcbz19_anv800.png,https://www.vinissimus.com/en/wine/la-mujer-caballo-azul/,2019.0,
Clos Montblanc Masia Les Comes 2016,£23.80,,Red wine,Conca de Barberà ,"Cabernet Sauvignon, Merlot",Clos Montblanc,"The blend consists of 70% Cabernet Sauvignon and 30% Merlot, using grapes sourced from vines that grow on land belonging to the family's estate and which were planted by them when they took over in 1988. Trained on wires, these vines are set on terraces in clay-loam soil at an altitude of 700 metres.
A red colour with purple hues, and clean and bright in appearance, the wine's nose exhibits an aroma of black fruit, coffee, tobacco and green peppers. The palate is well-structured with plenty of persistence.
Malolactic fermentation in stainless steel tanks. Aged for 18 months in French, Hungarian and American oak barrels. ","The winery is located near to the fortified town of Montblanc and the Monastery of Poblet, both famed landmarks in Catalunya's history. In 1988, the Carbonell Figueras family began to develop the winery, which had been a cooperative, and divided the built-up area into three sections, one for the wine-making processes, another for bottling and warehousing, and also an underground cellar used for ageing that contains around 1,300 oak barrels made by coopers in France, the USA and...",Purplish red,Tobacco / Peppers,Structured,,,,Contains sulfites,13.5,,,,,,,,,,,,,,,5.0,1,,,2016.0,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/lcmes16_anv800.png,https://www.vinissimus.com/en/wine/clos-montblanc-masia-les-comes/,2016.0,
Finca Sobreño Crianza 2018,£13.80,,Red wine,Toro ,Tinta de Toro,Bodegas Sobreño,,,Picota cherry red / Intense / Violet rim,Higly aromatic / Fruit aromas / Jammy black fruit / Toasty notes / Oak wood / Balsamic notes / Spicy notes,Powerful / Fleshy / Fine tannins / Ripe tannins / Long finish / Persistent,,Serve between 16ºC and 18ºC,,Contains sulfites,14.5,,,,,,,,,,,,,,,4.0,5,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/sobcr18_anv800.png,https://www.vinissimus.com/en/wine/finca-sobreno-crianza/,2018.0,
El Camp d'Aviació 2020,£22.20,,White wine,Penedès ,Macabeo,Viladomat Aragó,,,,,,,,,Contains sulfites,12.5,926  bottles,,45 years,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/caavi20_anv800_1649944873.png,https://www.vinissimus.com/en/wine/el-camp-d-aviacio/,2020.0,
Cubos 2019,£17.60,,Red wine,Wines without GI ,Prieto Picudo,José Antonio García Viticultor,"José Antonio García began winemaking in 2010, following in the family tradition and making a firm commitment to the Mencia variety. Grandson of Santos García, a well-known wine-grower from Valtuille de Abajo, José Antonio returned to these lands after a time working professionally in the world of cuisine and hospitality. As a huge fan of Bierzo and its star grape, he has based his project on the importance of conserving small-scale...",,Garnet,Mountain herbs / Smoky notes / Earthy,Velvety tannins / Silky / Fresh,,Serve between 14ºC and 16ºC,Red meatSemi-cured cheesesRoast meatsSausages and ham,Contains sulfites,13.5,"5,000  bottles",,Cement / Stainless steel / Wood,6 months,Used,French oak,,,,Between 20 and 70 years,Pebbles,Continental,850.00 meters,,3.0,1,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/cubos19_anv800.png,https://www.vinissimus.com/en/wine/cubos/,2019.0,
Deseu 2021,£14.60,,White wine,Ribeiro ,Treixadura,Adegas Terrae,"Adegas Terrae is a winery that advocates the presentation of such a noble product as wine as part of their cultural heritage. They are concerned with a lasting union with the environment, with an orderly diffusion of consumption.
Their mission is to rejuvenate the culture of wine, turning it into a living and open art, which demonstrates its ability to adapt to the passing of time and the demands of modern society.
Adegas Terrae has 33 hectares of vineyards spread over the five...",,Greenish yellow / Clean / Bright,Clean / Higly aromatic / Floral scents / Fruit aromas / Jam / Honey / Ripe white fruit,Complex / Harmonious / Full / Persistent / Fresh,,Serve between 8ºC and 10ºC,,Contains sulfites,13.5,,,,,,,,,,,,,,,0.0,0,,,,https://cdn.vinissimus.com/img/unsafe/p500x/plain/local:///prfmtgrande/vi/deseu21_anv800_1664545237.png,https://www.vinissimus.com/en/wine/deseu/,2021.0,
